0.9744,0.9760,0.9727,0.9728,0.9487,0.0273,0.9956452346202386
0.9724,0.9652,0.9795,0.9792,0.9449,0.0205,0.9951314201055579
0.9695,0.9611,0.9778,0.9774,0.9390,0.0222,0.9946090270262054
0.9750,0.9661,0.9839,0.9836,0.9501,0.0161,0.9959401896567526
0.9749,0.9692,0.9807,0.9805,0.9499,0.0193,0.995363954553753
0.9769,0.9728,0.9811,0.9809,0.9539,0.0189,0.9962426763040783
0.9759,0.9729,0.9790,0.9788,0.9519,0.0210,0.995748855379642
0.9701,0.9610,0.9793,0.9789,0.9404,0.0207,0.994136767816738
0.9760,0.9717,0.9804,0.9802,0.9521,0.0196,0.9956690516675327
0.9742,0.9710,0.9773,0.9772,0.9483,0.0227,0.9958941790324676
