0.9377,0.9106,0.9648,0.9628,0.8766,0.0352,0.9663706935172333
0.9322,0.9133,0.9512,0.9493,0.8651,0.0488,0.9643400092537511
0.9390,0.9079,0.9702,0.9682,0.8798,0.0298,0.961949456892943
0.9404,0.9214,0.9593,0.9577,0.8814,0.0407,0.9658088586305916
0.9458,0.9187,0.9729,0.9713,0.8929,0.0271,0.9701015709344084
0.9431,0.9133,0.9729,0.9712,0.8878,0.0271,0.9604438862816813
0.9472,0.9241,0.9702,0.9688,0.8953,0.0298,0.9656546294460235
0.9417,0.9187,0.9648,0.9631,0.8844,0.0352,0.9596139863837663
0.9472,0.9268,0.9675,0.9661,0.8950,0.0325,0.966936200527317
0.9499,0.9295,0.9702,0.9689,0.9005,0.0298,0.9640352230080567
