0.9867,0.9803,0.9930,0.9929,0.9734,0.0070,0.9964150650572151
0.9887,0.9831,0.9943,0.9942,0.9774,0.0057,0.9976387641421858
0.9880,0.9840,0.9919,0.9919,0.9760,0.0081,0.9962259487749086
0.9877,0.9822,0.9932,0.9931,0.9755,0.0068,0.9960116917008994
0.9878,0.9811,0.9944,0.9943,0.9756,0.0056,0.997050916024171
0.9887,0.9822,0.9952,0.9952,0.9775,0.0048,0.9963534364968725
0.9876,0.9814,0.9938,0.9938,0.9753,0.0062,0.9977398876535346
0.9889,0.9836,0.9943,0.9942,0.9779,0.0057,0.9968249384101968
0.9877,0.9831,0.9923,0.9923,0.9754,0.0077,0.9966715907877042
0.9868,0.9779,0.9958,0.9957,0.9738,0.0042,0.995575706292346
