0.9872,0.9790,0.9954,0.9953,0.9744,0.0046,0.9965801518978243
0.9869,0.9785,0.9952,0.9951,0.9739,0.0048,0.9958760696440274
0.9862,0.9794,0.9930,0.9929,0.9725,0.0070,0.9974657951217114
0.9878,0.9824,0.9933,0.9932,0.9757,0.0067,0.9977353208455323
0.9880,0.9815,0.9945,0.9945,0.9762,0.0055,0.9964489378846685
0.9880,0.9806,0.9955,0.9954,0.9762,0.0045,0.9976654365422976
0.9863,0.9781,0.9944,0.9943,0.9727,0.0056,0.9974984351911761
0.9880,0.9814,0.9947,0.9946,0.9762,0.0053,0.9978316534110627
0.9879,0.9806,0.9952,0.9951,0.9759,0.0048,0.9978692712078595
0.9863,0.9813,0.9913,0.9912,0.9726,0.0087,0.9979536871128358
