0.7873,0.6043,0.9702,0.9530,0.6173,0.0298,0.9083217661444907
0.6707,0.3821,0.9593,0.9038,0.4182,0.0407,0.8684939152914565
0.7588,0.5393,0.9783,0.9614,0.5761,0.0217,0.8877982682265846
0.6924,0.4580,0.9268,0.8622,0.4357,0.0732,0.8556231226268902
0.8604,0.7778,0.9431,0.9318,0.7309,0.0569,0.930875948325879
0.7466,0.5230,0.9702,0.9461,0.5514,0.0298,0.9163930934702301
0.7642,0.5827,0.9458,0.9149,0.5672,0.0542,0.8568900052144153
0.6572,0.3550,0.9593,0.8973,0.3946,0.0407,0.8641534653828924
0.7615,0.5583,0.9648,0.9406,0.5725,0.0352,0.9021452545148759
0.8130,0.6748,0.9512,0.9326,0.6514,0.0488,0.9227311785312975
