0.9775,0.9687,0.9863,0.9860,0.9551,0.0137,0.9970104532301082
0.9834,0.9784,0.9884,0.9883,0.9668,0.0116,0.9981612261716991
0.9830,0.9805,0.9854,0.9853,0.9659,0.0146,0.9980079096949072
0.9822,0.9831,0.9813,0.9813,0.9644,0.0187,0.9981293747912549
0.9804,0.9783,0.9824,0.9824,0.9607,0.0176,0.9977047542885075
0.9808,0.9769,0.9847,0.9846,0.9617,0.0153,0.9975521665284995
0.9769,0.9756,0.9783,0.9782,0.9539,0.0217,0.9973227960025438
0.9803,0.9732,0.9873,0.9871,0.9606,0.0127,0.9974824126510252
0.9817,0.9721,0.9913,0.9911,0.9636,0.0087,0.9978904663772659
0.9778,0.9811,0.9745,0.9747,0.9556,0.0255,0.9972524056509164
