0.9777,0.9645,0.9909,0.9906,0.9557,0.0091,0.9976391144323705
0.9806,0.9758,0.9854,0.9853,0.9612,0.0146,0.9976517424485386
0.9858,0.9833,0.9884,0.9883,0.9717,0.0116,0.9981868788473478
0.9821,0.9737,0.9906,0.9904,0.9644,0.0094,0.9980086384116911
0.9794,0.9688,0.9900,0.9898,0.9590,0.0100,0.9976622027628806
0.9833,0.9789,0.9878,0.9877,0.9667,0.0122,0.9980555806865478
0.9807,0.9723,0.9891,0.9889,0.9615,0.0109,0.9977158879740552
0.9810,0.9789,0.9832,0.9831,0.9621,0.0168,0.9979049300217885
0.9784,0.9773,0.9795,0.9795,0.9569,0.0205,0.9972371856168206
0.9776,0.9648,0.9904,0.9901,0.9556,0.0096,0.9975885746949092
