0.9279,0.9634,0.8923,0.8995,0.8579,0.1077,0.978417595008803
0.9307,0.9678,0.8935,0.9009,0.8637,0.1065,0.9831536037941385
0.9315,0.9797,0.8833,0.8936,0.8671,0.1167,0.9871715728800172
0.9285,0.9651,0.8920,0.8993,0.8594,0.1080,0.9791528195103938
0.9359,0.9742,0.8977,0.9050,0.8744,0.1023,0.9805552026762466
0.9220,0.9663,0.8776,0.8876,0.8473,0.1224,0.961091776953186
0.9329,0.9633,0.9024,0.9080,0.8673,0.0976,0.9714358886411539
0.9189,0.9166,0.9212,0.9209,0.8379,0.0788,0.9704350607081962
0.9276,0.9677,0.8875,0.8959,0.8580,0.1125,0.9701898428982547
0.9034,0.9041,0.9027,0.9028,0.8069,0.0973,0.9492958354370802
