0.9821,0.9769,0.9872,0.9871,0.9642,0.0128,0.9979498152859765
0.9811,0.9813,0.9809,0.9809,0.9622,0.0191,0.9980546121389238
0.9814,0.9748,0.9880,0.9878,0.9629,0.0120,0.9977537351255067
0.9808,0.9764,0.9853,0.9852,0.9617,0.0147,0.9978260164510673
0.9787,0.9726,0.9847,0.9845,0.9574,0.0153,0.9974313379063047
0.9780,0.9725,0.9835,0.9833,0.9561,0.0165,0.9970717669068567
0.9817,0.9773,0.9860,0.9859,0.9633,0.0140,0.9974891601994745
0.9815,0.9741,0.9889,0.9887,0.9630,0.0111,0.9973959536330977
0.9815,0.9793,0.9837,0.9836,0.9629,0.0163,0.9979985931891879
0.9842,0.9798,0.9886,0.9885,0.9684,0.0114,0.9975217541330971
