0.9026,0.9270,0.8781,0.8838,0.8061,0.1219,0.9647232479795984
0.9052,0.9026,0.9079,0.9074,0.8105,0.0921,0.9635816673869894
0.9067,0.9240,0.8894,0.8931,0.8139,0.1106,0.9643130477589682
0.9071,0.9132,0.9009,0.9021,0.8142,0.0991,0.9652544265864507
0.9065,0.9261,0.8868,0.8911,0.8135,0.1132,0.9648375209094899
0.9068,0.9191,0.8945,0.8970,0.8138,0.1055,0.96441839253252
0.9060,0.9108,0.9013,0.9022,0.8121,0.0987,0.9603566137251277
0.9022,0.9019,0.9026,0.9025,0.8044,0.0974,0.9606835093907862
0.9028,0.9213,0.8844,0.8885,0.8062,0.1156,0.9630098544618995
0.9039,0.9243,0.8836,0.8881,0.8085,0.1164,0.9614424773922924
