0.9277,0.9276,0.9278,0.9278,0.8555,0.0722,0.982196677603123
0.9281,0.9266,0.9295,0.9293,0.8562,0.0705,0.9810110368672179
0.9265,0.9187,0.9343,0.9333,0.8532,0.0657,0.9804124469227885
0.9307,0.9274,0.9341,0.9337,0.8615,0.0659,0.9817448865067914
0.9280,0.9206,0.9353,0.9343,0.8560,0.0647,0.9817155036010256
0.9275,0.9252,0.9298,0.9295,0.8550,0.0702,0.9806877670634285
0.9278,0.9298,0.9259,0.9262,0.8557,0.0741,0.980497472260339
0.9341,0.9257,0.9425,0.9415,0.8683,0.0575,0.9823794242384911
0.9232,0.9187,0.9276,0.9270,0.8464,0.0724,0.9777142806243335
0.9248,0.9262,0.9235,0.9237,0.8497,0.0765,0.9818135430208542
