0.9632,0.9444,0.9820,0.9813,0.9271,0.0180,0.9927665819411953
0.9650,0.9491,0.9810,0.9804,0.9306,0.0190,0.9950605639286448
0.9657,0.9490,0.9823,0.9817,0.9318,0.0177,0.9940498014643406
0.9672,0.9561,0.9783,0.9778,0.9346,0.0217,0.9933204389819423
0.9663,0.9572,0.9754,0.9750,0.9327,0.0246,0.9947029438608397
0.9645,0.9493,0.9796,0.9790,0.9294,0.0204,0.994492091043034
0.9663,0.9545,0.9782,0.9777,0.9329,0.0218,0.9937362825983612
0.9666,0.9549,0.9784,0.9779,0.9335,0.0216,0.9925689382681321
0.9652,0.9502,0.9802,0.9796,0.9308,0.0198,0.9934243918148171
0.9674,0.9565,0.9783,0.9778,0.9350,0.0217,0.9939682589786395
