0.9748,0.9664,0.9832,0.9829,0.9497,0.0168,0.9972348611025224
0.9693,0.9580,0.9805,0.9801,0.9388,0.0195,0.9959765424775838
0.9728,0.9632,0.9824,0.9821,0.9458,0.0176,0.9966864786619182
0.9726,0.9552,0.9899,0.9896,0.9457,0.0101,0.9961594411661002
0.9722,0.9578,0.9866,0.9862,0.9448,0.0134,0.9959269436149577
0.9711,0.9620,0.9802,0.9798,0.9423,0.0198,0.9966859805517113
0.9737,0.9616,0.9858,0.9854,0.9476,0.0142,0.9965373407763052
0.9709,0.9682,0.9735,0.9734,0.9417,0.0265,0.9964941620007883
0.9683,0.9578,0.9788,0.9783,0.9368,0.0212,0.9952718087776317
0.9748,0.9616,0.9880,0.9877,0.9499,0.0120,0.9972635716213849
