0.9829,0.9762,0.9895,0.9894,0.9658,0.0105,0.9982268429671783
0.9813,0.9807,0.9819,0.9819,0.9626,0.0181,0.9980570750171682
0.9790,0.9688,0.9892,0.9890,0.9582,0.0108,0.9975358857041485
0.9799,0.9783,0.9815,0.9814,0.9598,0.0185,0.9970829836107722
0.9838,0.9775,0.9900,0.9899,0.9676,0.0100,0.9981878520071037
0.9807,0.9764,0.9851,0.9850,0.9615,0.0149,0.9978260856330406
0.9755,0.9750,0.9759,0.9759,0.9509,0.0241,0.9973671831565252
0.9765,0.9683,0.9846,0.9844,0.9531,0.0154,0.9972701254603092
0.9788,0.9685,0.9891,0.9889,0.9578,0.0109,0.997699275076233
0.9831,0.9795,0.9866,0.9866,0.9662,0.0133,0.9977249277518818
