0.9795,0.9667,0.9923,0.9921,0.9593,0.0077,0.9976347605801927
0.9869,0.9839,0.9900,0.9899,0.9739,0.0100,0.9985284625337737
0.9806,0.9733,0.9878,0.9876,0.9612,0.0122,0.9976357337399485
0.9824,0.9762,0.9887,0.9885,0.9649,0.0113,0.9978900051641114
0.9804,0.9745,0.9863,0.9861,0.9608,0.0137,0.9975803743250237
0.9810,0.9791,0.9830,0.9829,0.9621,0.0170,0.9979896318175975
0.9825,0.9766,0.9884,0.9882,0.9650,0.0116,0.9979684713580728
0.9835,0.9781,0.9889,0.9887,0.9670,0.0111,0.9980213909554106
0.9774,0.9728,0.9820,0.9819,0.9549,0.0180,0.9974018571614743
0.9842,0.9753,0.9932,0.9931,0.9687,0.0068,0.9983118676121955
