0.5585,0.5127,0.6042,0.5643,0.1174,0.3958,0.5773759921434959
0.5636,0.5047,0.6225,0.5721,0.1281,0.3775,0.5750658939989219
0.5710,0.5600,0.5819,0.5725,0.1419,0.4181,0.6008255342755324
0.5734,0.5489,0.5979,0.5772,0.1470,0.4021,0.5959931749408263
0.5547,0.5658,0.5435,0.5535,0.1094,0.4565,0.5820053479822408
0.5527,0.5373,0.5680,0.5543,0.1054,0.4320,0.578417393108554
0.5520,0.5083,0.5957,0.5570,0.1044,0.4043,0.5704798469001198
0.5774,0.5573,0.5975,0.5807,0.1550,0.4025,0.60694441208734
0.5658,0.5248,0.6069,0.5717,0.1321,0.3931,0.5949728807639701
0.5710,0.5721,0.5698,0.5708,0.1419,0.4302,0.5961615314448333
