0.9350,0.9241,0.9458,0.9446,0.8701,0.0542,0.9581120878959467
0.9566,0.9377,0.9756,0.9746,0.9139,0.0244,0.9704724554020607
0.9431,0.9160,0.9702,0.9685,0.8875,0.0298,0.962672865211037
0.9309,0.9187,0.9431,0.9417,0.8620,0.0569,0.9667599386020961
0.9458,0.9187,0.9729,0.9713,0.8929,0.0271,0.9636349615528677
0.9282,0.9079,0.9485,0.9463,0.8571,0.0515,0.9591953643113668
0.9444,0.9187,0.9702,0.9686,0.8901,0.0298,0.9582406122164203
0.9444,0.9241,0.9648,0.9633,0.8896,0.0352,0.9641637473285302
0.9431,0.9241,0.9621,0.9606,0.8868,0.0379,0.9732081873664266
0.9458,0.9187,0.9729,0.9713,0.8929,0.0271,0.9611966715873121
