0.9106,0.8862,0.9350,0.9316,0.8221,0.0650,0.9393071437489442
0.9065,0.9024,0.9106,0.9098,0.8130,0.0894,0.9407723210023429
0.9106,0.8889,0.9322,0.9292,0.8219,0.0678,0.9423953995637517
0.9106,0.9079,0.9133,0.9128,0.8212,0.0867,0.9456709336741065
0.9051,0.8997,0.9106,0.9096,0.8103,0.0894,0.9331306321193292
0.9146,0.8970,0.9322,0.9298,0.8298,0.0678,0.9397037330806912
0.9106,0.9079,0.9133,0.9128,0.8212,0.0867,0.9514178068609955
0.9160,0.8943,0.9377,0.9348,0.8328,0.0623,0.952916033225373
0.9119,0.8970,0.9268,0.9246,0.8242,0.0732,0.949052959364282
0.9241,0.8970,0.9512,0.9484,0.8495,0.0488,0.9464420795969477
