0.9512,0.9241,0.9783,0.9771,0.9038,0.0217,0.9657280719148654
0.9390,0.9160,0.9621,0.9602,0.8790,0.0379,0.9646594839932138
0.9363,0.9133,0.9593,0.9574,0.8736,0.0407,0.9639985017736358
0.9444,0.9268,0.9621,0.9607,0.8894,0.0379,0.9629005368644472
0.9444,0.9214,0.9675,0.9659,0.8898,0.0325,0.9682985583243368
0.9363,0.9160,0.9566,0.9548,0.8734,0.0434,0.9632824377024256
0.9512,0.9268,0.9756,0.9744,0.9035,0.0244,0.9704981602661554
0.9390,0.9160,0.9621,0.9602,0.8790,0.0379,0.9577779246627155
0.9485,0.9268,0.9702,0.9688,0.8979,0.0298,0.9604622468988917
0.9431,0.9187,0.9675,0.9658,0.8872,0.0325,0.9655811869771814
