0.8184,0.6775,0.9593,0.9434,0.6638,0.0407,0.9152253582156419
0.6653,0.3523,0.9783,0.9420,0.4240,0.0217,0.86652565712649
0.8306,0.6938,0.9675,0.9552,0.6875,0.0325,0.9358076101086215
0.7005,0.4282,0.9729,0.9405,0.4783,0.0271,0.8562473836120477
0.6721,0.4146,0.9295,0.8547,0.4015,0.0705,0.8049074257680247
0.8266,0.6856,0.9675,0.9547,0.6807,0.0325,0.935653380924053
0.6965,0.4173,0.9756,0.9448,0.4736,0.0244,0.8752322618077129
0.8360,0.7480,0.9241,0.9079,0.6828,0.0759,0.9337108276231814
0.7751,0.5854,0.9648,0.9432,0.5946,0.0352,0.8973568055463753
0.8523,0.7425,0.9621,0.9514,0.7222,0.0379,0.9376987536813037
